"Other Crops: Volume of Production, by Region and by Province, by Quarter and Semester, 2020-2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Crop,Geolocation,2020 Semester1,2020 Semester2,2020 Annual,2021 Semester1,2021 Semester2,2021 Annual,2022 Semester1,2022 Semester2,2022 Annual,2023 Semester1,2023 Semester2,2023 Annual,2024 Semester1,2024 Semester2,2024 Annual
Calamansi,..REGION VI (WESTERN VISAYAS),796,797,797,796,794,796,795,794.75,795.75,801,801,801,814,817,817
Calamansi,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,130.85,127.66,130.85
Calamansi,..REGION VII (CENTRAL VISAYAS),255.5,257.5,257.5,259,248,262,246,246,246,247.26,265.32,265.32,260,262,262
Calamansi,..REGION VIII (EASTERN VISAYAS),192,193,193,196.2,200.58,200.58,183.88,186.31,186.86,194.11,226.18,226.43,227.84,228.55,230.5
Calamansi,..REGION IX (ZAMBOANGA PENINSULA),1025,1025,1025,1039.53,1039.53,1039.53,1039.74,1039.93,1039.93,1045.08,1047.53,1047.53,1047.53,1047.53,1047.53
Calamansi,..REGION X (NORTHERN MINDANAO),663.52,663.89,664.51,686.9,671.9,687.9,686.9,671.9,686.9,673.71,645.71,673.71,643.9,647.9,647.9
Calamansi,..REGION XI (DAVAO REGION),1696.1,1681.1,1696.1,1684.83,1681.1,1684.83,1683.83,1620.1,1683.83,1685.84,1623.83,1685.84,1620.56,1724.62,1724.62
Calamansi,..REGION XII (SOCCSKSARGEN),924,929,929,924.5,928.5,928.5,854.7,818.7,854.7,823,822,839,769.16,753.25,774.16
Calamansi,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,148.5,149.55,149.55,148.55,153,153,149.4,154,154,152,154.5,154.5,157,157,157
Durian,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.57,2.57,2.57
Durian,..REGION I (ILOCOS REGION),0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Durian,..REGION II (CAGAYAN VALLEY),4,4.5,4.5,4.5,5.5,5.5,5.16,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Durian,..REGION III (CENTRAL LUZON),5,5,5,5,5,5,5,5,5,5,5,5,5,2.44,5
Durian,..REGION IV-A (CALABARZON),38,38,38,38,38,38,38,38,38,38,38.09,38.09,39.14,39.74,39.74
Durian,..MIMAROPA REGION,45.5,45.5,45.5,45.5,44.2,45.5,44.2,44.2,44.2,44.2,45.43,47.53,48.7,48.97,51.2
Durian,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
Durian,..REGION VI (WESTERN VISAYAS),172.5,172.5,172.5,172.5,172.5,172.5,172.5,172.75,172.75,172.75,172.75,172.75,84.95,87.3,87.3
Durian,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,106.5,108.38,108.38
Durian,..REGION VII (CENTRAL VISAYAS),25.5,25.5,25.5,26.5,27.5,28.5,27.5,27.5,27.5,27.5,29.5,29.5,13,13,13
Durian,..REGION VIII (EASTERN VISAYAS),29,31,32,29,31.25,32.25,26,28.46,29.26,28.2,25.75,28.7,26.45,25.5,26.95
Durian,..REGION IX (ZAMBOANGA PENINSULA),1122,1163,1163,1163,1163,1163,1165,1165,1165,1165,1184.16,1184.16,1184.16,1183.16,1184.16
Durian,..REGION X (NORTHERN MINDANAO),1437,1439,1439,1409,1459,1459,1458.5,1475.5,1475.5,1475.5,1475.5,1475.5,1475.5,1475.9,1475.9
Durian,..REGION XI (DAVAO REGION),8179.47,8173.99,8179.47,8140.28,8140.28,8140.28,8137.99,8090.95,8137.99,8138.75,8091.24,8138.75,8077.5,8077.79,8077.79
Durian,..REGION XII (SOCCSKSARGEN),2195.51,2213,2213,2210.81,2217.51,2217.51,2216.51,2218.51,2218.51,2223.51,2229.51,2229.51,2219.85,2229.51,2229.51
Durian,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,1313.2,1313.15,1313.2,1312.15,1313.45,1313.45,1311.15,1313.15,1313.15,1287.75,1322.25,1329.8,522.97,672.73,672.73
Lanzones,..CORDILLERA ADMINISTRATIVE REGION (CAR),45.8,53,53,46,53.95,54,52,53.95,54,53.95,53.95,53.95,59.3,64.3,64.3
Lanzones,..REGION I (ILOCOS REGION),14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,18.04,18.04,18,18.21,18.21
Lanzones,..REGION II (CAGAYAN VALLEY),35,34.01,35,35,37,37,37,38,38,38,37.67,38.67,37.67,38.67,38.67
Lanzones,..REGION III (CENTRAL LUZON),22.95,22.85,22.95,22.85,22.85,22.85,22.83,22.83,22.83,22.83,22.84,22.84,20.83,5.55,22.84
Lanzones,..REGION IV-A (CALABARZON),4359,4380,4384,4377,4377,4377,4377,4374,4377,4374,4374,4374,4374,4382.56,4382.56
Lanzones,..MIMAROPA REGION,545.2,520.38,545.2,520.38,520.02,520.52,520.02,520.02,520.02,520,549.94,558.69,554.5,558.96,567.69
Lanzones,..REGION V (BICOL REGION),35,35,35,35,34.92,35,27,31.92,34.92,24,29.35,29.35,26,35,35
Lanzones,..REGION VI (WESTERN VISAYAS),457.5,457.5,457.5,457.5,457.5,457.5,457.5,457.75,457.75,457.75,458,458,168,173.6,173.6
Lanzones,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,347,347,347
Lanzones,..REGION VII (CENTRAL VISAYAS),114,114,114,115,114,116,114,114,114,114,124.33,124.33,72,72,72
Lanzones,..REGION VIII (EASTERN VISAYAS),162,168,170,158,166,168,139.2,149,150,143.1,156.6,158.6,128.8,165.04,165.04
Lanzones,..REGION IX (ZAMBOANGA PENINSULA),1991,1994,1994,1994,1994,1994,2000,1999.99,2000,1999.99,2061.43,2061.43,2061.43,2061.43,2061.43
Lanzones,..REGION X (NORTHERN MINDANAO),3471,3471,3471,3471,3471,3471,3459.18,3469.18,3469.18,3469.18,3469,3469.18,3468,3469,3469
Lanzones,..REGION XI (DAVAO REGION),2243.03,2243,2243.03,2232.43,2232.43,2232.43,2231.03,2223.6,2231.03,2230.57,2223.88,2230.57,2209.34,2209.62,2209.62
Lanzones,..REGION XII (SOCCSKSARGEN),1316,1385,1386,1389,1389,1389,1392,1392.5,1392.5,1392.5,1358,1392.5,1391.5,1393,1393
Lanzones,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,5452,5451,5452,5451,5451,5451,5450.3,5450.9,5451,5449.7,5477.49,5477.59,361.49,5477.89,5477.89
Mandarin,..CORDILLERA ADMINISTRATIVE REGION (CAR),172.52,175,175,160,162.62,162.62,160.6,161.87,162.25,160.6,163.25,163.25,205.6,163.25,207.25
Mandarin,..REGION I (ILOCOS REGION),19,19,19,18.75,17.75,18.75,17.75,17.75,17.75,17.75,17.84,17.84,7.3,7.1,7.3
Mandarin,..REGION II (CAGAYAN VALLEY),1358.5,1359,1359,1356.67,1365.5,1366.5,1359.55,1363.55,1363.55,1360.5,1362.55,1362.55,1359.5,1359.5,1359.5
Mandarin,..REGION III (CENTRAL LUZON),381.75,383,383,382.25,383.01,383.01,382.8,382.8,382.8,382.65,382.65,382.65,396.96,378,396.96
Mandarin,..REGION IV-A (CALABARZON),2068,2068,2068,2066.5,2066.49,2066.5,2064.99,2064.99,2064.99,2064.99,2063.99,2064.99,2063.99,2066.51,2066.51
Mandarin,..MIMAROPA REGION,564.95,564.16,565.41,564.89,563.71,565.41,563.71,563.71,563.71,563.71,752.74,754.15,576.03,751.87,756.48
Mandarin,..REGION V (BICOL REGION),1030.8,1722,1722.05,1030.75,1713.97,1718.97,1029.75,1718.97,1720.97,1715.97,1669.21,1715.97,1305.77,1305.68,1305.77
Mandarin,..REGION VI (WESTERN VISAYAS),37.5,37.5,37.5,37.5,37.5,37.5,37.5,38,38,27.5,37.5,37.5,37.5,39.55,39.55
Mandarin,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,11.01,12.01,12.01
Mandarin,..REGION VII (CENTRAL VISAYAS),19,17,19,17,16,17,15.56,15.56,15.56,15.56,17.35,17.35,7.25,7.25,7.25
Mandarin,..REGION VIII (EASTERN VISAYAS),18,19.2,19.2,18.5,19.65,20.5,17.15,19.19,19.19,18.45,16.02,20.45,22.17,22.17,22.17
Mandarin,..REGION IX (ZAMBOANGA PENINSULA),8,8,8,8,8,8,8,8,8,8,8.5,8.5,8,8,8
Mandarin,..REGION X (NORTHERN MINDANAO),19.5,19.5,19.5,19,19.45,19.45,19.45,19.3,19.45,19.4,19.4,19.4,19.45,19.4,19.45
Mandarin,..REGION XI (DAVAO REGION),510.5,506,511,505.51,505.51,505.51,502.42,503.42,503.42,500.27,503.13,503.13,502.38,497.38,502.38
Mandarin,..REGION XII (SOCCSKSARGEN),15.4,17.4,17.4,18,18,18,18,18.03,18.03,18.23,18.43,18.43,18.42,18.4,18.42
Mandarin,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,1516.3,1616.25,1616.3,1516.25,1616.2,1616.25,1516.18,1516,1516.2,1512.97,1512.97,1512.97,12.97,1411.97,1412.97
Mango,..CORDILLERA ADMINISTRATIVE REGION (CAR),773.5,776,776,776,773,779,777.99,778,778,776,793.47,831.47,801.75,815.57,815.57
Mango,..REGION I (ILOCOS REGION),22466.13,22460.44,22469.13,22448.44,22448.44,22448.44,22405.71,22405.71,22405.71,22408.9,22204.51,23009.72,22405.67,22395.28,22407.28
Mango,..REGION II (CAGAYAN VALLEY),10303.91,10303.91,10303.91,10301.89,10298.89,10302.89,10290.42,10291.5,10291.5,10290.5,10289.19,12821.69,10294.82,10294.52,10294.82
Mango,..REGION III (CENTRAL LUZON),33491.9,33557.53,33565.96,32875.84,33558.53,33558.94,33572.53,33572.53,33572.53,33376.85,33415.87,33810.87,33458.85,33408.78,33471.21
Mango,..REGION IV-A (CALABARZON),13583,13583,13583,13567,13567,13567,13549.93,13549.93,13549.93,13565.93,13566.25,14651.93,13587.89,13604.81,13604.81
Mango,..MIMAROPA REGION,3451.82,3465.58,3468.78,3443.38,2831.33,3468.68,2827.39,2839.97,2842.27,2763.47,3165.28,3403.44,3001.95,2803.86,3001.95
Mango,..REGION V (BICOL REGION),2805,2782.69,2810,2804,2783,2810,2841.4,2760,2841.4,2760,3306.4,3535.66,2424.16,2161.68,2532.03
Mango,..REGION VI (WESTERN VISAYAS),10536.5,10536.5,10536.5,10535.5,10535.5,10536.5,10535.5,10535.5,10535.5,10539,10638.4,11222.65,7732.01,7916.79,7916.79
Mango,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,7232.53,7233.98,7294.48
Mango,..REGION VII (CENTRAL VISAYAS),11978.5,11974,11978.5,11973.5,11964,11988.5,11270.15,11271.68,11271.68,11312.84,11151.38,11458.06,6764.98,6764.98,6764.98
Mango,..REGION VIII (EASTERN VISAYAS),760,724,760,780.32,733.6,782.32,695.34,650.11,697.83,683.89,709.89,735.47,686.63,733.18,771.28
Mango,..REGION IX (ZAMBOANGA PENINSULA),14946,14956,14956,14654,14654,14654,14655.24,14660.2,14660.2,14655.2,14715.2,14715.2,14968.7,14960.2,14968.7
Mango,..REGION X (NORTHERN MINDANAO),8826.08,8791.26,8827.08,8827.83,8771.5,8832.83,8769.5,8764.5,8769.5,8819.5,8907.57,8908.07,8894.46,8907.49,8911.44
Mango,..REGION XI (DAVAO REGION),18767.31,18654.95,18768.21,18665.41,18674.4,18674.4,18674.27,18611.13,18674.27,18649.9,18611.66,18671.12,18604,18602.59,18610.59
Mango,..REGION XII (SOCCSKSARGEN),17022,16589,17024,16531.67,16533.67,16533.67,16351.7,16304.7,16354.7,16306.21,15085.31,16331.21,16267.41,16336.67,16338.71
Mango,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,14343,14329,14345,14317,14331.5,14332,14319.2,14320.4,14322,14493.17,14326.88,14500.54,7396.89,7341.75,7400.97
Mango Carabao,..CORDILLERA ADMINISTRATIVE REGION (CAR),676,678,678,678,672,678,677,677,677,677,639,677,650.15,650.15,650.15
Mango Carabao,..REGION I (ILOCOS REGION),17909.13,17902.44,17911.13,17902.44,17902.44,17902.44,17887.44,17887.44,17887.44,17890.63,17880.63,17890.63,17887.63,17888.98,17888.98
Mango Carabao,..REGION II (CAGAYAN VALLEY),7130.41,7130.41,7130.41,7130,7129,7130,7128.92,7130,7130,7129,7131,7131,7131,7131,7131
Mango Carabao,..REGION III (CENTRAL LUZON),24839.41,24847,24847.41,24847.41,24847,24847.41,24847,24847,24847,24847,24867,24867,24867,24838.46,24867
Mango Carabao,..REGION IV-A (CALABARZON),10004,10004,10004,9993,9993,9993,9993,9993,9993,10003,10003,10003,10020,10035.73,10035.73
Mango Carabao,..MIMAROPA REGION,2035.25,2042.6,2042.6,2037.1,1563.15,2040.2,1567.15,1567.7,1568.18,1503.23,1615.38,1808.98,1611.38,1436.74,1611.38
Mango Carabao,..REGION V (BICOL REGION),1093,1078,1093,1093,1078,1093,1093,1082,1093,1082,1072.69,1083.3,1072.56,1072.94,1072.94
Mango Carabao,..REGION VI (WESTERN VISAYAS),9373,9373,9373,9373,9374,9374,9374,9374,9374,9376,9376,9376,6938,6948,6948
Mango Carabao,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,5537.16,5537.16,5537.16
Mango Carabao,..REGION VII (CENTRAL VISAYAS),9882,9882,9882,9882,9877,9897,9350.47,9352,9352,9393.16,9093.16,9393.16,6000,6000,6000
Mango Carabao,..REGION VIII (EASTERN VISAYAS),481,454,481,491.22,455,491.22,419.52,385,421,400,398.58,410.57,385.67,395.35,397.45
Mango Carabao,..REGION IX (ZAMBOANGA PENINSULA),11560,11560,11560,11261,11261,11261,11262.23,11266,11266,11261,11261,11261,11261,11260,11261
Mango Carabao,..REGION X (NORTHERN MINDANAO),7548.21,7515.5,7549.21,7548.21,7495.5,7548.21,7494,7494,7494,7544,7544,7544,7544,7544,7544
Mango Carabao,..REGION XI (DAVAO REGION),16251.81,16144,16251.81,16156.84,16165.83,16165.83,16165.83,16104.47,16165.83,16163.99,16105,16163.99,16098,16103.93,16103.93
Mango Carabao,..REGION XII (SOCCSKSARGEN),15496,15098,15498,15049.92,15051.92,15051.92,14904.93,14907.93,14907.93,14907.93,13674.93,14907.93,14862.93,14932.93,14932.93
Mango Carabao,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,10414,10410,10416,10398,10413,10413,10399.5,10402,10402,10401.1,10403.1,10403.1,3404.1,3404.1,3404.1
Mango Piko,..CORDILLERA ADMINISTRATIVE REGION (CAR),6,6,6,6,6,6,6,6,6,4,4,4,5,5,5
Mango Piko,..REGION I (ILOCOS REGION),475,475,475,475,475,475,471,471,471,471,471,471,472.04,471.04,472.04
Mango Piko,..REGION II (CAGAYAN VALLEY),113.5,113.5,113.5,112.5,111.5,112.5,109.5,109.5,109.5,109.5,102,109.5,102,101.7,102
Mango Piko,..REGION III (CENTRAL LUZON),4603.64,4669.7,4669.7,4669.64,4669.7,4669.7,4678.7,4678.7,4678.7,4629.59,4630.38,4630.38,4627.39,4626.59,4627.39
Mango Piko,..REGION IV-A (CALABARZON),2338,2338,2338,2335,2335,2335,2317.93,2317.93,2317.93,2322.93,2322.93,2322.93,2322.93,2324.12,2324.12
Mango Piko,..MIMAROPA REGION,645.33,649.5,650.94,644.77,564.7,649.97,570.31,568.49,570.31,570.31,566.51,570.81,571.27,563.29,571.27
Mango Piko,..REGION V (BICOL REGION),101,100,101,100,100,101,100,97,100,97,95,97,97,97,97
Mango Piko,..REGION VI (WESTERN VISAYAS),35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,35.5,36,36.05,36.05,36.01,36.01,36.01
Mango Piko,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,474.05,476,476
Mango Piko,..REGION VII (CENTRAL VISAYAS),749.5,749,749.5,748.5,748,748.5,668.41,668.41,668.41,668.41,676.03,680.44,22.03,22.03,22.03
Mango Piko,..REGION VIII (EASTERN VISAYAS),116,115,116,121,113.5,121,111.29,108,111.29,114,113.5,115,104,110.39,114.39
Mango Piko,..REGION IX (ZAMBOANGA PENINSULA),395,395,395,393,393,393,393.01,393.1,393.1,393.1,393.1,393.1,393.1,391.1,393.1
Mango Piko,..REGION X (NORTHERN MINDANAO),386,386,386,386,391,391,391,391,391,391,393.33,393.33,393.33,393.25,393.33
Mango Piko,..REGION XI (DAVAO REGION),1053.7,1050,1053.7,1050,1050,1050,1049.87,1048.56,1049.87,1027.34,1048.56,1048.56,1048.56,1044.56,1048.56
Mango Piko,..REGION XII (SOCCSKSARGEN),986,956,986,952.8,952.8,952.8,921.62,891.62,921.62,891.62,908.62,908.62,891.32,891.62,891.62
Mango Piko,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,77,75,77,75,75,75,74.9,75,75,75.01,75.01,75.01,80.74,79.12,81.12
Mango Indian,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,14.47,14.47,22.16,35.98,35.98
Mango Indian,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,600.82,600.82,758.13,758.39,758.39
Mango Indian,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,2529.19,2529.19,2529.5,2529.5,2529.5
Mango Indian,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,413.23,413.23,471.56,451.3,471.56
Mango Indian,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,1086,1086,1216.8,1216.8,1216.8
Mango Indian,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,5.54,5.54,505.84,505.84,505.84
Mango Indian,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,737.73,737.73,748.22,483.38,853.73
Mango Indian,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,683.6,683.6,701.73,701.73,701.73
Mango Indian,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,581.32,520.82,581.32
Mango Indian,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,133.19,133.19,227.38,227.38,227.38
Mango Indian,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,40.01,40.01,67.96,101.19,101.19
Mango Indian,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,60,60,425.47,425.47,425.47
Mango Indian,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,86.24,86.24,73.13,90.11,90.11
Mango Indian,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Indian,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,8,8,8,9,9
Mango Indian,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,5.37,5.37,62.43,9.02,66.03
Mango Others,..CORDILLERA ADMINISTRATIVE REGION (CAR),91.5,92,92,92,95,95,94.99,95,95,95,136,136,124.44,124.44,124.44
Mango Others,..REGION I (ILOCOS REGION),4082,4083,4083,4071,4071,4071,4047.27,4047.27,4047.27,4047.27,3252.06,4047.27,3287.87,3276.87,3287.87
Mango Others,..REGION II (CAGAYAN VALLEY),3060,3060,3060,3059.39,3058.39,3060.39,3052,3052,3052,3052,527,3052,532.32,532.32,532.32
Mango Others,..REGION III (CENTRAL LUZON),4048.85,4040.83,4048.85,3358.79,4041.83,4041.83,4046.83,4046.83,4046.83,3900.26,3505.26,3900.26,3492.9,3492.44,3505.26
Mango Others,..REGION IV-A (CALABARZON),1241,1241,1241,1239,1239,1239,1239,1239,1239,1240,154.32,1240,28.16,28.16,28.16
Mango Others,..MIMAROPA REGION,771.24,773.48,775.24,761.51,703.48,778.51,689.93,703.78,703.78,689.93,977.85,1018.11,313.46,297.99,313.46
Mango Others,..REGION V (BICOL REGION),1611,1604.69,1616,1611,1605,1616,1648.4,1581,1648.4,1581,1400.99,1617.63,506.38,508.36,508.36
Mango Others,..REGION VI (WESTERN VISAYAS),1128,1128,1128,1127,1126,1127,1126,1126,1126,1127,542.75,1127,56.27,231.05,231.05
Mango Others,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,640,700,700
Mango Others,..REGION VII (CENTRAL VISAYAS),1347,1343,1347,1343,1339,1343,1251.27,1251.27,1251.27,1251.27,1249,1251.27,515.56,515.56,515.56
Mango Others,..REGION VIII (EASTERN VISAYAS),163,155,163,168.1,165.1,170.1,164.54,157.11,165.54,169.89,157.8,169.89,129,126.25,158.25
Mango Others,..REGION IX (ZAMBOANGA PENINSULA),2991,3001,3001,3000,3000,3000,3000,3001.1,3001.1,3001.1,3001.1,3001.1,2889.13,2883.63,2889.13
Mango Others,..REGION X (NORTHERN MINDANAO),891.87,889.76,891.87,893.62,885,893.62,884.5,879.5,884.5,884.5,884,884.5,884,880.13,884
Mango Others,..REGION XI (DAVAO REGION),1461.8,1460.95,1462.7,1458.57,1458.57,1458.57,1458.57,1458.1,1458.57,1458.57,1458.1,1458.57,1457.44,1454.1,1458.1
Mango Others,..REGION XII (SOCCSKSARGEN),540,535,540,528.95,528.95,528.95,525.16,505.16,525.16,506.66,493.76,506.66,505.16,503.12,505.16
Mango Others,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,3852,3844,3852,3844,3843.5,3844,3844.8,3843.4,3845,4017.06,3843.4,4017.06,3849.61,3849.51,3849.71
Mangosteen,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,14,14,14,14,14
Mangosteen,..REGION I (ILOCOS REGION),1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
Mangosteen,..REGION II (CAGAYAN VALLEY),5,5,5,5,5,5,5,5,5,5,5,5,11,5,11
Mangosteen,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mangosteen,..REGION IV-A (CALABARZON),13,13,13,13,13,13,13,13,13,13,17.24,17.24,15.7,16.45,16.45
Mangosteen,..MIMAROPA REGION,9,9,9,10,9,10,9,9,9,9,6.42,9,13,15,15
Mangosteen,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04
Mangosteen,..REGION VI (WESTERN VISAYAS),164,173,173,164,173,173,164,164,164,164,177.25,177.25,16.25,19.25,19.25
Mangosteen,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,183,183,183
Mangosteen,..REGION VII (CENTRAL VISAYAS),22,22,22,22,22,22,22,22,22,22,22.32,22.32,3,3,3
Mangosteen,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.13,1.57,1.57
Mangosteen,..REGION IX (ZAMBOANGA PENINSULA),570,570,570,570,570,570,575,575,575,575,602.75,602.75,604.75,604.75,604.75
Mangosteen,..REGION X (NORTHERN MINDANAO),63.25,67.25,67.25,65.25,69.25,69.25,69.25,72.37,72.37,72.37,72.37,72.37,72.38,72.37,72.38
Mangosteen,..REGION XI (DAVAO REGION),548,548,548,547.83,547.83,547.83,547.8,546.57,548.57,547.81,548.57,548.57,548.57,548.58,548.58
Mangosteen,..REGION XII (SOCCSKSARGEN),319,386,386,388,392,392,398,398,398,408.5,476.65,485.15,484.8,484.05,484.8
Mangosteen,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,932.1,935,935.1,932,935,935,931.9,934,934,934,934,934,934,934,934
Orange,..CORDILLERA ADMINISTRATIVE REGION (CAR),117,117,117,98,98.39,98.5,97,96.5,97,97.35,96,97.35,1124.88,156.88,1126.88
Orange,..REGION I (ILOCOS REGION),6.13,5.74,6.13,5.8,5.3,5.8,4.8,4.8,4.8,4.8,4.8,4.8,4.6,4.51,4.6
Orange,..REGION II (CAGAYAN VALLEY),339.8,339.3,340,334,333.8,334,331.9,332.9,332.9,329.8,332.9,332.9,328,328,328
Orange,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28
Orange,..REGION IV-A (CALABARZON),1,2,2,1,2,2,2,2,2,2,2,2,2,1,2
Orange,..MIMAROPA REGION,3,3,3,3,3,3,3,3,3,3,1,3,2.27,0.96,2.31
Orange,..REGION V (BICOL REGION),437,432,437,342,335,342,335.8,1.8,336.8,130,0,130,0,0,0
Orange,..REGION VI (WESTERN VISAYAS),23.5,23.5,23.5,23.5,23.5,23.5,23.5,23.7,23.7,23.7,23.7,23.7,3.7,3.73,3.73
Orange,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,20.92,20.5,20.92
Orange,..REGION VII (CENTRAL VISAYAS),10,10,10,10,10,10,8.5,8.5,8.5,8.5,8.5,8.5,3.54,3.54,3.54
Orange,..REGION VIII (EASTERN VISAYAS),40,36.5,40,37,37,38,36,34.5,36,37.2,34.78,37.2,34.78,34.9,35.03
Orange,..REGION IX (ZAMBOANGA PENINSULA),4.25,4.25,4.25,2,4.25,4.25,2,3.5,3.5,1.5,0,1.5,1.5,1,1.5
Orange,..REGION X (NORTHERN MINDANAO),32.7,32,33,29.7,29,30,29.75,28,29.75,28.67,29.5,29.5,29.53,29.53,29.53
Orange,..REGION XI (DAVAO REGION),127.4,121.9,127.9,122,121.4,122,118.9,117.39,118.9,116.84,117.4,117.4,116.9,117.38,117.38
Orange,..REGION XII (SOCCSKSARGEN),31,41.2,41.2,41.2,41.5,41.5,41.61,41.61,41.61,41.61,39.5,41.61,41.55,40.5,41.55
Orange,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,70,70,70,70,70,70,69.95,67,70,48.94,3.94,48.94,3.94,0,3.94
Papaya,..CORDILLERA ADMINISTRATIVE REGION (CAR),159.95,156,161.1,160.2,156.45,162.2,165.21,162.8,167.21,167.6,116.38,174.18,227.91,196.77,234.27
Papaya,..REGION I (ILOCOS REGION),304.12,309.71,309.71,308.71,309.19,309.96,309.19,306.19,309.19,330.86,285.93,332.28,284.51,285.6,285.6
Papaya,..REGION II (CAGAYAN VALLEY),349.3,348.73,349.31,341.8,345.7,346.9,347.9,352.15,352.15,353.03,348.92,353.92,355.92,356.42,356.92
Papaya,..REGION III (CENTRAL LUZON),756.75,678.69,781.8,749.17,678.5,749.32,741.54,741.74,741.74,741.74,754.84,757.84,836.43,691.91,836.63
Papaya,..REGION IV-A (CALABARZON),643.3,620,643.32,621,634,634,638,642,642,628.4,628.4,628.4,633.28,632.54,633.54
Papaya,..MIMAROPA REGION,367.3,344.85,367.3,351.41,290.96,352.05,293.41,291.37,294.45,328.1,295.39,335.39,296.59,294.4,302.66
Papaya,..REGION V (BICOL REGION),539.21,451.96,539.56,538.85,451.93,538.85,539.56,445.16,539.56,445.16,446.2,446.22,378.61,399.73,404.73
Papaya,..REGION VI (WESTERN VISAYAS),671.5,693.5,698.5,674.5,675.5,675.5,681.53,685,685.03,685.5,685.5,685.5,538.55,544.55,544.55
Papaya,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,251.52,250.77,251.52
